Name,Author,Pub Year,ISBN-13,Publisher,Imprint Publisher,BookType,Primary Genre,Genres,Ficiton/non-fiction,Series,Volume,Unit Price,Page number,Language,Read by Stinky,Read by Matt,QTY,To/From
A Gathering of Shadows,V. E. Schwab,2016,9781783295425,Titan Books,,Paperback,Fantasy,,Fiction,Shades of Magic,2,£8.99,508,,0,0,1,
Funny Story,Emily Henry,2024,9780241998175,Penguin Random House,Penguin Books,Paperback,Romance,,Fiction,na,na,£9.99,384,,0,0,1,
Swept Away,Beth O'Leary,2025,9781529418293,Hachette,Quercus,Hardback,Romance,,Fiction,na,na,£18.99,430,,1,0,1,
Our Infinite Fates,Laura Steven,2025,9780241671092,Penguin Random House,Penguin Books,Hardback,Young Adult,Romance,Fiction,na,na,£16.99,393,,1,0,1,
Let's Split Up,Bill Wood,2024,9780702338526,Scholastic  ,,Paperback,Young Adult,Crime/Mystery,Fiction,Let's Split Up,1,£8.99,334,,0,0,1,
Deep End,Ali Hazelwood,2025,na,Hachette,Little Brown,Proof,Romance,,Fiction,na,na,na,443,,1,0,1,
Hero,Katie Buckley,2025,na,Hachette,Headline,Proof,Modern & Contemporary Fiction,,Fiction,na,na,na,238,,0,0,1,
Children of Time,Adrian Tchaikovsky,2015,9781447273301,Pan Macmillan,Pan Books,Paperback,Science Fiction,,Fiction,Children of Time,1,£10.99,600,,0,0,1,
The Evening and the Morning,Ken Follett,2020,9781447278801,Pan Macmillan,Pan Books,Paperback,Historical Fiction,,Fiction,Kingsbridge,0.5,£9.99,897,,0,0,1,
All the Other Mothers Hate Me,Sarah Harman,2025,na,Harper Collins,4th Estate,Proof,Modern & Contemporary Fiction,,Fiction,na,na,na,311,,0,0,1,
Book Lovers,Emily Henry,2022,9780241995341,Penguin Random House,Penguin Books,Paperback,Romance,,Fiction,na,na,£8.99,373,,1,0,1,
Women Don't Owe You Pretty,Florence Given,2020,9781788402118,Hachette,Octopus,Hardback,Feminist Theory,,Non-Fiction,na,na,£14.99,219,,0,0,1,
The Book Your Cat Wishes You Would Read,Lucy Hoile,2023,9781398720336,Hachette,Orion,Hardback,Popular Science,,Non-Fiction,na,na,£18.99,306,,0,0,1,
The Men,Sandra Newman,2022,9781783787814,Granta Books,,Hardback,Modern & Contemporary Fiction,,Fiction,na,na,£14.99,259,,0,0,1,
